tweet,label
koronanın erkekleri fazla etkilemesinin bir sebebi kellik ilişkili hormonlar olabilir arada saç ekmek riski azaltamıyorsunuz virüs sahte olduğunu anlıyor umursamıyor,2
sözünü bil pişir ağzını der devşir atasözü,2
bilimsel olarak eleştirebilir lakin vahim zamanda böyle terbiyesizce sözler el hareketleri medyada şov yapılması üzücü bir insanın ölümcül kovid olmasının üstüneseyrederken ben utanç duydum sıkıldım ünvanlarla insan olmak ilişkili değil işte,2
önemli bir soru cevabını henüz bilmiyoruz erkekler kadınların bağışıklık sistemlerinde farklılık var bununla ilişkili olabilir araştırıyoruz tabii virüsün ihtiyacı olan hücrelerdeki reseptör diğer parçalarda farklılık olabilir erkeklerde ölümcül kesin,2
tekrarlıyalım enfeksiyonu önlemeye yönelik bir çalışma,2
makalenin tamamı okumak isteyenlere,2
bir deli kuyuya bir taş atmış kırk akıllı çıkaramamış atasözü,2
sıtma ilacının hidroksiklorokinin randomize kontollü klinik denemesinde kovid enfeksiyonuna karşı önleyici etkisi olmadığı gösterildi,2
ısveçteki sürü bağışıklığı konseptinin mimarı hatalarını kabul etmiş evet koronadan fazla insan öldü demiş başından beri insan hayatı kumar oynuyorlar salgında sürü bağışıklığı kesinlikle seçenek olmamalı demiştik maalesef işte,2
bazen önemli olmamalı gidecek olan gelmeyen bazen başlaman gerekir şeye yeniden nazım hikmet,2
hayat bir şekilde yolunu buluyor,2
maske takmayanlara ilk çince derse başlayalım bakalım bunu öğrenebilecekler mi arada çince bilenler kopya vermesin lütfen,2
sayın sağlık bakanın mesajına dikkat çekerim herşey normale dönmedi anormal normal olarak bir süre devam etmek zorundayız arada aklıma muzip bir fikir geldi maske takmayanlara mesela zorunlu çince öğrenme cezası verilse,2
virüsün zayıfladığına dair iddiayı iyi özetlemiş burada yaşanan sorun verileri söylerken bir çalışma bildirilmiş mi hayır viral yüklere bakılmış hayır mutasyon çalışılmış hayır sadece italyan bir doktorun sözleri,2
kişiye özel tıpsağlık önem verdiğim konulardan hastalık yerine hastayı tedaviye odaklanmak bunun kişinin biyolojisini genetiğini çevresel faktörlerini bilmek gerekiyor yakın gelecekte özel dikim elbise kişiye özel tedaviler olacak biraz bahsettim,2
bugünden itibaren salgından dolayı anormal normal olmalıyız normalleşme sürecinde anormal olmak hayat kurtarır,2
virüsün mutasyonlarla bulaşıcı öldürücü olduğuna dair gösterilmiş bir bilimsel veri yoktur alınan önlemlerle birçok ülkede yayılma hızı azalmıştır iyi tedavi ölümleri bir miktar azalttı örneğin güney amerikada hindistanda hala hızla çıkışta,2
bre maymunlar madem hırsızlık yapacaksınız bula bula koronalı kanlarımı buldunuz çalacak,2
mayıs dünya sigara içmeme gününde sigara içenlere verilebilecek güzel bir hediye,2
trump ülkemiz iyi gidiyor salgında binden fazla ölüm milyon insan işsiz sokaklar savaş alanı yakılıp yıkılıyorbu durumda soru bile akla geliyor trump paralel bir evrendeki amerikanın başkanı arada bir demeç bizimkine mi uğruyor,2
amerikada alev alev yakılan arabalar binalar şehirden şehire yayılan şiddetli protestolar yağmalamlar joker filmindeki sahneleri andırıyor salgının büyük travması genişleyen ekonomik eşitsizlik polarizasyon ırkçılık acı bir kıvılcımla toplumda biriken kızgınlığı tetikledi,2
başarısızlık bir opsiyon değildir başarısız oluyorsanız inovasyona yeterince önem vermiyorsunuz demektir elon musk,2
açılmaları şehrin bir süre sonra yapmak zorunluluğu var ilelebet devam edemez fakat örneğin ny valisi açılımı dikkatli parça parça yapıyor asıl herkese sorumluk düşüyor maske sosyal mesafe havalandırma sık tarama testleri idame etmek zorundayız,2
sonra farkettim yapabileceğiniz yazmak isterken anlamsız bir kelime oluşmuş hızlı twitter paylaşım kazası kusura bakmayın neyse maske takın kısmı net olsun,2
herkes maske takarsa virüsün bulaşma riski tabii yayılması azalıyor aşının olmadığı anki durumda yapılabileceğiniz önemli kişisel kitlesel önlem kadar net,2
ekmek bulamıyanlar pasta yesin der olmuş,2
yarın değerli dostum hocamızla onun instagram hesabından ilk canlı korona söyleşisi yapacağız umarım faydalı olur arada benim instagram hesabımı soranlar oluyor eklemek isteyenler deryaunutmazmd bebek yoda profil resimli,2
bir kere uyarıda bulunalım herkesin maske takması önemli süreçte maske takmanız sadece kendinize degil diğer insanların hayatına verdiginiz değerin bir göstergesi olacaktır virus sizde varsa maske takarak başkalarına bulaşmasını büyük ölçüde önlüyorsunuz,2
insanın kendi sorumluluğunun doğrultusunda gösterdiği çaba yaşamın özüdür prof engin geçtan sevgili hocam,2
salgının başından beri aynen bunu söylüyorum sürü bağışıklığı konseptini bile anlamadan tezi ileri sürenler koronaya hemen teslim olmayı istemiştir yüz yıl önce başka çaremiz yoktu şimdi düşmana karşı teknolojimiz bilgimiz var yok öyle teslim olmak mücadeleye devam,2
sokağa çıkamama yasağından arabadan çıkamamayamerak ettim insanlar trafiği bile özlemiş olabilir mi,2
koronanın burunu kadar sevdiği şimdi iyi anlaşıldı maske takarken burunlarını kapatmayanlar virüse adeta gel buyur içeri der bilmeden davet ediyorlar,2
yeni youtube kanalında aşı sürece ilgili verdiğim cevapları güzel özetlemiş önce söyledim koronaya karşı aşı konusunda umutluyum konuda aşı şimdiden geliştirildi kolaymış yakında çıkması kesin tarih verenlere dikkat edin,2
koronadan hayatını kaybeden dr çevlinin bir ay önce attığı twit yüreğimizi dağlamıştır,2
dr salih cenap çevliyi koronadan kaybettiğimizi şimdi öğrendim üzgünüm kendisi sosyal medyada tanıma fırsatım oldu mizah yaklaşımı değer katmaya çalışan iyi yardımsever bir hekim olarak tanıdım büyük bir bedel ödüyoruz,2
nice bilginler vardır gerçek bilgiden hakiki irfandan nasipsizdirler ilim sahipleri bilgi hafızıdır bilgi sevgilisi değil mevlana,2
yazının bağlantısı,2
virüs yetmezmiş bir komplocularla yanlış bilgi yayanlarla faciadan faydalanıp popülist söylemlerle bilimi şova çevirenlerle mücadele etmek gerekti konuda muhteşem detaylı ilerde referans ibret olacak bir makale yazmış okumanızı tavsiye ederim,2
yeni bir korona komplo hikayesi ortalarda dolaşıyor şöyle açıklamak isterim yenebilecek bir yemeği çöpe atıp oradaki kirli mide bulandırıcı artıklarla iyice karıştırıp sonra tekrar güzel bir yemek sunmuşlar ben olsam ayırmaya çalışmadan hemen geri çöpe atardım,2
burada bahsettiğim bundan sonra korona test konusunun belli nokta yerlerde semptomu olmayan birçok kişinin taraması şeklinde olmasını tavsiye ediyorum özellikle yeni normalleşme sürecinde önemli bir önlem olacaktır,2
bağışıklık sisteminin önemli hücrelerinden olan makrofaj bazen yapancı tehditleri tarayıp bulan detektif bazen ölü hücreleri temizleyen çöp toplayıcısı bazen vücuda saldırıları haber veren bekçisi videoda bir saldırganı koklayıp tanıyor yemek yakalamaya çalışıyor,2
bilimsizliktir söz dağarcığımıza eklenebilecek zamana uygun bir söz öbeği olmuş,2
bugünkü new york times gazetesinin tarihi ilk sayfasında amerikada koronadan ölen bine yakın insandan bin kişinin adları oldukları sığdırılmış başlık amerikan ölümleri bine yaklaşıyor hesaplanamıyacak bir kayıp sadece listede isim değiller onlar bizdik,2
bazıları anda nöbetleri başında olan sağlıkçılarımıza içtenlikle iyi bayramlar dilerim güne özel umut verici güzel videoyu yapanlara ayrıca tebrikler,2
zor günlerde aldığımız nefesin değerinin bilincinde güzellik sağlık birlik beraberlik huzur dolu damağınızı çevrenizi tatlandıran mutlu umutlu bir ramazan bayramı dilerim herkese,2
bilmek yetmez uygulamak lazım istemek yetmez yapmak lazım goethe,2
resim kaynak richard borge scientific american,2
yarasalar yüzlerce çeşit koronavirüsü taşıyor onlar hasta olmuyor beraber yaşamak aralarında barış yapmışlar alışmışlar virüsün bize geçmesi sonuçta yarasaların kastı suçu bir zamanlar onlar mücadele etmiştir sonra çözümleri bulmuşlar nedir,2
iıim iıim biımektir iıim kendin biımektir sen kendini biımezsen nice okumaktır yunus emre,2
sonuçtan benim çıkarımım biraz farklı oldu binde türkiye genelinde bin semptomu olmayıp virüs taşıyan kişi demektir rakamın altında dahi olsa tarama testleri sayesinde kişleri hızla bulup karantinaya almanın kadar gerekli olduğunu gösteriyor,2
korona salgınının başından beri sürü bağışıklığı stratejisinin virüs kadar yanlış olduğunu hayata mal olacağını ısrarla söylemiştik isveç deneme stratejisinin bedelini ödemeye devam ediyor maalesef,2
remdesivir nedir bir antiviral ilaç covıd salgınının çözümü olabilir mi konusunu detaylı bir şekilde yazmışlar merak edenlere güvenilir bilgiler tavsiye ederim,2
çizimin kaynağı ilgilenenlere,2
bir düzeltme ilk linkteki çalışma klasik aşı değil virüs enfekte olduktan sonra maymunların oluşturduğu bağışıklığın enfeksiyonu önlemiş olduğunun gösterilmesi doğal bağışıklıkaşı sonuçta aşı geliştirilmesi virüsü atlatanların korunması açısından önemli,2
umut verici iki korona aşı çalışması yayınlandı farklı formülasyon maymunlarda virüse karşı bağışıklık oluşturdu korudu bize yakın hayvanlar olmalarından dolayı maymun denemeleri aşı umut deneysel çalışmalar oluyor aşı geliştirilecek zamana ihtiyaç var,2
korona virüsünün ortadan ikiye kesilmiş içini dışını gösteren anatomisinin müthiş detaylı bir çizimi zırhının içinde kopyalayacağı kodu rna dışında enfekte ettiği hücreleri ele geçirmek savunma sistemlerini önlemek taşıdığı aletleri gösterilmiş,2
test sayısının bin civarlarına düşmesi kaygı verici benim anda bulunduğum milyon nüfuslu connecticut eyaletinde bile günde bin test yapılıyor önümüzdeki haftalarda ikiye katlayacak testleri arttırmanın sebebi semptom göstermeyen korona kişileri bulmak,2
bilge bir insan adil bir şekilde kazanabileceğinden gösterişsiz bir şekilde kullanabileceğinden neşeyle dağıtabileceğinden huzurla geride bırakabileceğinden fazlasını arzulamaz benjamin feanklin,2
abd başkanı trump amerikanın kadar korona vakası olmasına ben kötü durum olarak bakmıyorum hatta iyi bir durum demek fazla testi yapıyoruz dünyada vakalarda olmamız bizim bir onur rozetidir bir şaka degildir gerçekten bunu söyledi,2
şeye rağmen muhakkak bir ışığa doğru yürümekteyiz bende imanı yaşatan yalnız aziz milletim hakkındaki sonsuz sevgim değil bugünün karanlıkları şarlatanlıkları içinde sırf vatan hakikat aşkıyla ışık serpmeye aramaya çalışan bir gençlik görmemdir atatürk,2
ace koronanın hücreye girmek bağlandığı kapılar hücrede kadar ace olursa virüs kadar rahat içeri girip kopyalarını yapıyor durumda sigara virüse yardım ediyor bağışıklığı zayıflatıyor akciğere zarar verip solunumu zorlaştırıyor,2
korona virüsünün çinde ilk yayılmaya başladığı hakkında cevabı bilinmeyen sorular lab kaza ihtimali devam ediyor hava sıcaklığının virüsün yayılmasında fazla etkili olmadığı görülüyor denize girmekte risk sosyal mesafeiletişim kurallarına uyulduğu sürece,2
antikorun özelliği ilk yıl önceki sars virüsüne karşı geliştirilmiş olmasına rağmen kovidin hücreye girmesini engellemekte etkili olması akıllı füzeler öyle bir yeri hedef alıyorki virüs bundan kaçamıyor büyük ihtimal mutasyonla kurtulamaz,2
kovid virüsünün antikor akıllı füzeler nötralize edilmesi ilgili önemli bir çalışma bugün nature dergisinde yayınlandı benim yıllar önce ısviçrede hocam olan dünyaca ünlü prof antonio lanzavecchianın gurubunda yapılan bir buluş,2
mayıs ıstanbuldan hareket eden selanikli mustafa kemal karadenizin dalgalı sularında ilerleyen bandırma gemisinde samsuna varmasına iki gün kaldı yolun açık olsun paşam,2
yaza gelirken sorulan bir soru denize girmekte bulaşma riski var ben önce belirttim böyle bir risk ana kadar tespit edilmedi denize rahatlıkla girilebilinir tabii plajlarda sosyal mesafe kurallarına kesin uyulması şartıyla,2
yıllar önce bağışıklık sistemini baskılayan treg bir t hücresinde garp adında önemli bir molekül bulmuştuk garpın görevi fazla aktif savunma sistemlerini otoimmün hatta koviddaki kontrol etmek yayında garpın kişilerde tam çalışmadığını anladık,2
yayında crispr adında bir genetik teknolojisini ilk insan bağışıklık sistemi hücrelerindeki genlerin kadar protein yapacaklarını belirleyen bir bölgeyi programlamak geliştirip kullandık yayının tümünü okumak isteyenler özelden yazabilir,2
bilim dünyasının prestijli dergilerinden olan natureda dün çıkan önemli bir kolaborasyon yayınımızı paylaşmaktan mutluyum tip diyabet kolit otoimmün hastalıkların genetik mekanizmasını anlamakta tedavilerde yeni çığır açacacağını umuyoruz,2
iyi insan güzel söz söyleyen değil yapabileceklerini söyleyen söylediğini yapan insandır konfüçyüs,2
korona aşısı konusunda umut verici bir gelişme azından maymunlarda çalışıyor gözüküyor umuyorum sonbahara kadar insanda diğer hızlı ilerleyen aşı denemelerinin koruyup korumadığını anlayacağız,2
pandemi insanlık büyük bir zorluk belirsizlik korku travma bazen umutsuzluk yarattı insanlığın enfeksiyonlara karşı ilk savaşı değil çoğumuzun bilmediği çiçek virüsü milyon insanı öldürdü aşı tamamen yok edildi virüsü yeneceğiz,2
zincirde in bahsettiği konuya tamamen katılıyorum anda söz konusu milyonlarca insanın hayatı geleceği hatta hayat tarzımız bakımdan bilim insanlarına normalden fazla sorumluluk düşüyor sonuçları abartmamaları gerekiyor zira vebali büyük,2
ıspanyada bugüne kadar ölüm var halkın sadece inde virüse karşı antikor oluştuğu sanılıyor bunlar virüsün bulaşıp bağışıklık kazananlar sürü bağışıklığı bunun misli insana bulaşması gerek bin kişinin ölmesi demek,2
amerikada geçen bir sene boyunca gripten ölenlerin sayısı binden son iki ayda kovid den ölenler an itibari bin kişi ay sonuna kadar bini aşması neredeyse kesin,2
bugün sürü bağışıklığını savunan isveçde kişi dan hayatını kaybetmiş nüfus oranına göre hesaplarsak türkiyede insanın amerikada kişinin sadece bir günde ölmesi eş orandadır,2
yıl yaşayabilmek bağışıklık sisteminin mükemmele yakın olması gerekiyor öyle bir savunma sistemine bile vız geliyor tam olarak nedir bağışıklığın hassas dengesianlayabilirsek birçok zor hastalığı önleyebilir tedavi edebiliriz,2
birisinin bulutlarının gökkuşağı olun maya angelou,2
hemşirelerimizin mayıs dünya hemşireler gününü içtenlikle kutluyorum zorlu süreçte ön safhalarda inanılmaz bir fedakarlık özveri mücadele ediyorlar kıymetlerini zaman iyi bilelim müteşekkiriz foto mahmut serdar alakuş,2
çinde güney korede küçükde olsa salgın kümeleri görüldü çindeki vaka wuhan bölgesinde dışarı ilişkileri yok olacak sadece kişi denebilir kritik soru wuhan bölgesi gün tam karantinadaydı oluyor virüs hala orada barınıyor,2
sen bir avuç bebektin kimdi süt veren sana hastalandın ölecektin kanat gerdi sana senin minik başını avuçlarına alıp gece uykusuz kalıp kucağında salladı ağladın seninle ağladı annen nazım hikmet annelerin kutlu mutlu olsun,2
hayalet virüs taşıyıcılarının aramızda olduğunun kanıtı,2
umutsuz durumlar yoktur umutsuz insanlar vardır ben hiçbir zaman umudumu yitirmedim mustafa kemal atatürk,2
türkiyenin tarafında büyük bir özveri çalışan sağlık personeli hayat kurtardılar gururla bir tarihin yazılışına tanık olduk,2
türkiyem,2
net olarak duruşumuzu belirleyelim bilimsel olmayan tıbbi ilaç müdahale vb iddialarını önce şimdi reddediyorum kelle paçalı virüs zararsızdır bize olmazlardan bugünlere geldik savaşın birinci derece kahramanları hekimler diğer sağlık personelidir,2
son yılların biyoloji tıptaki önemli gelişmelerinden bizim aktif üstünde çalıştığımız crispr genetik mühendislik teknolojisidir teknoloji kullanılarak hızlı kolay yeni bir testi geliştirildi önemli bir ilerleme,2
akşam sayın ın programında olacağım değerli hematoloji hocamız dostum in aynı yayına katılmasına memnun oldum,2
gözle görülmeyen insan vücudunu istila eden dünyayı dize getiren virüsünün boyutlu animasyonu,2
iki ay önce durumun kadar acil kadar ciddi olduğu hakkında ilk uyarılarımı yapmaya başladığımda sizin birileri insanlarda paniğe yol açar aman yazmayın demişti durum ortada ben zaman bildiğimi paylaştım şimdi gelecekte şeffafça paylaşacağım,2
tevfik hocanın uyarısına aynen katılıyorum salgını yeneceğimizden kimsenin şüphesi olmasın epey bir süre aşı iyi tedaviler üretilip yaygınlaşıncaya kadar virüslü yeni normale alışmak zorundayız,2
konuyla ilgili new yorktan yayınlanan rapor ayrıca konun dünyaca ünlü uzmanlarında los angeles türk doktor bilim insanı dir,2
nyda çocukta yaş arası dan oluştuğu sanılan nunun testi ciddi bir enflamasyontoksik şok sendromu benzeri yeni hastalık belirlendi avrupada görülen hastalığın belirtileri ateş yarıdan fazlasında vücutta döküntü karın ağrısı kusma ishal,2
fransadaki doktorlar aralık sonunda bir hastanın olduğunu tesbit ediyor kişinin çin ilişkisi yok virüs aralık ayında fransa içinde yayılıyor büyük ihtimal avrupanın diğer ülkeleri amerikada salgın tahminlerden önce başlamış olabilir,2
yok öyle umutları yitirip karanlıkta savrulmak unutma aynı gökyüzü altında bir direniştir yaşamak nzım hikmet,2
aynen böyle,2
koronavirüsünün yüzeyinde olan taç şeklindeki hücrelerimize girmek bir kilidi ace açan anahtarının sproteini tam yapısı ince ayrıntısına kadar biliyoruz durumdan kurtulmanın anahtarı anahtarda saklı kaynak nıh,2
çinliler bahsetmişlerdi işte sorunun cevabı sorunu iki kelime içinde saklı,2
remdesivir kovid mucize bir ilaç değil ana kadar büyük bir klinik faz çalışmasında ağır hastaların hızlı iyileşmesini sağladığı gösterilen ilk ilaç burada önemli nokta ilaç tedavi ediyor demeden önce böyle randomize klinik denemelerin yapılmasıdır,2
pek tedavi kabul görmemiştir derken kovid mi dediniz şekilde randomize olarak kovid hastası üstüne yapılmış anlamlı sonuç çıkmış başka hangi faz çalışılması vardır örneğin anda kullanılan sıtma ilacıyla ilgili böyle bir çalışma var mıdır,2
biraz önce amerikan federal ilaç ajansı fda remdesivirin tedavisinde kullanımı acil izin ruhsatı verdi gilead firmasının geliştirdiği remdesivirin ilk büyük klinik denemesi kovid hastalarının hızlı iyileştiğini gösterdi denemeler hala devam ediyor,2
ispanyol gribi sırasında amerikadaki iki şehrin salgına karşı davranışı tabii tarihten ibret alanlar önemli,2
konu soruluyordu tansiyon ilacı kullananlarda bulaşmasında nede kapanlarda ağır olması riskinde bir artış bulunmadı tansiyon ilacı almak kovid bir risk değil bilakis ilacınızı doktorunuzun tavsiyesinde zamanında kullanmaya dikkat edin,2
ispanyol sürrealist ressam salvador dalinin yaptığı meşhur eriyen saatler eserinin korona günlerine adaptasyonuorjinalinde virüs yerine saatler vardır dalinin burada zamanın insanların sandığından dirençiz bir kavram olduğunu anlatmak istediği sanılır,2
bugün nisan dünya immünoloji günü sanırım korona günlerinde bağışıklık sisteminin bizi enfeksiyon hastalıklarına karşı korumasının önemi iyi anlaşıldı savunma sistemimiz kanser mücadele eder bazen aşırı silah kullanır koruyayım derken zarar verir,2
birlikten kuvvet doğar net,2
ben bardakların tıpatıp aynısı özlem anda çayımı içiyorum çayın tadı bir başka oluyor bardakta oradan bin kilometre ötede mesafe koyalım derken bizimkisi biraz fazla oldu galiba,2
gaza getirmek söylediği söz düşünmüştük derken ben tanıdığım kimse böyle düşünmemişti zaten sizi bilemem tabii,2
külliyen yalan yanlış haberdir nobel ödüllü dünyanın saygın immunoloji bilim insanlarından prof dr tasuku honjo kesinlikle böyle bir söylememiştir,2
bilimin toplumu cahilleştirmek algıyı yönetmek isteyenler tarafından kötüye kullanıldığının örneklerle anlatıldığı güzel bir kitap prof ın cehalet bilimi adlı kitabının özellikle günlerde okunmasını tavsiye ederim,2
kendini bilmez trol beni türk hekimlerini yermekle itham etmiş aymazlara cevabım olsun babam amcalarım kuzenlerim tabii kendim bir türk hekimi olarak tam tersine ülkemizin şansı kahraman hekimlerimiz benim büyük gururumdur laf ettirmem işte bir örnek,2
koronavirüs tesbiti kullanılan antikor testleri ilgili son durumları anlatan nature dergisinde çıkan güzel bir yazının türkçe tercümesi ekibi tarafından,2
ey hayat ırmağından içenler gelin soralım canlara güzelliği oldu gidiyor ben seninim diyordu şimdi neyi buldu gidiyor yunus emre,2
gerçekten almanyadaki ilk yayılmanın enfekte birisinin tuzu başka birisine uzatıp bulaştırması başladığı sanılıyor aynen koranavirus uzatmış kişi sayın sağlık bakanının uyarılarına mutlak olarak dikkat edin,2
bugün un deki programında olacağım,2
istanbul boğaz vapuruna binmeyi özledim türker hocanın dediği gerçek ötesi setinde,2
yayını okumadınız galiba bunlar genç sağlıklı başka semptomu olmayan kişiler türkiyede pıhtı önleyici kanama riski içeren ilaçlar veriliyor rast gele kaç kişiye yapılmış sonuç alınmış inme olayı yeni bir gözlem türkiyede bunu gözlemlemiş,2
amerikadaki doktorlar yaşları arası kişilerde bile virüsten dolayı kan pıhtılaşmaları olduğunu hatta bazılarında hiçbir başka belirti olmadan bunun inme ölümlere yol açtığını gözlemlemeye başladı kadar yaygın henüz bilinmese hekimler duruma dikkat etmeli,2
koronanın öğrettikleri listesinin başında herkesin öğrendiğini henüz sanmıyorum kadar ben umsamda,2
tweet dizisini okumanızı tavsiye ederim eleştirmek beğenmek burada nasılsa bedava salgın sürecindeki sorunları düşünmek çözmeye çalışmak enerji azim doğru bildiğinizi düşündüğünüzü yanlışları çekinmeden ifade etme yüreği gerektiriyor,2
bence immünoloji tıbbın temelidir bağışıklık vücudun önemli koruyucu zarar veren sistemidir aksini iddia eden estetik cerrahıdır,2
türkiyedeki ventilatörün gelişim üretimindeki katkıları ı ekleyelim teşekkürler,2
türkiyede geliştirilen ventilötüre kimler katkı verdi bilmiyorum buraya eklemeler yapılmış tabii emeği geçen çalışan herkes gururumuz yalnız bir iki trol politik molitik saçma laflar etmiş yapmayın bunukim olursa olsun gurur duymamızı değilse an yermeyin,2
nasa nın roket bilimi mühendisleri günde hastaları ventilatör geliştirmişler gerçi türkiyede bayraktar ekibi kısa sürede başarmıştı bunu nasa karşılaştırabilmek gurur verici ülkemiz,2
asla tutunmayı bırakmamak geçecek fırtına umarak,2
arada trump dalga geçen şaka tabii sonucu ciddiye alınmalı,2
trumpın a karşı dezenfektan içmeenjekte etme önerisine karşı dünyanın iyi klinik araştırma dergisinde bir yayın çıktı sonuç sizi öldürür yapmayın,2
insanın yaratıcılık potansiyeli geleceğe umutla bakmamız yeterlidir,2
kahraman sağlık personelinin önünde saygı sevgi eğiliyoruz,2
abdde ölümler bini geçti insanların kıyımı korkunç şekilde son hızla devam ederkenbaştaki çılgın dahiyane fikirleriyle bizleri şok etmeye devam ediyoryakında koronanın çaresini buldum derse şaşırmayın hatta tıpta nobel ödülü almayı bile hayal ediyor olabilir,2
birazdan sayın gece raporu programında olacağım,2
teşekkürler zarif sözlerinize sayın diğer destek veren herkese teşekkürlerimi iletirim ufak olsa bir değer katabildiğimizi bilmek bile bizleri motive eder sevindirir başka bir beklentimiz olamaz zaten,2
kişiye cevap yazmak bile hicap son bir kere yazalım türkçe hesabı iki ay önce tehlikeye karşı uyarmak açtım tvlerde olmamızın derdi zaten bilen biliyor lakin bilim yapmamızı sahamızı asla sorgulatmam merak edenler bakar,2
gerçek kurtuluş toplumdaki hastalığı tespit edip tedavi etmekle elde edilir hastalığın tedavisi ancak ilmi fenni bir tarzda yapılacak olursa şifa verici olur yoksa ilmin fennin dışında bir tedavinin hiçbir zaman hastalığı tedavi etmeyeceği malumdur atatürk,2
egemenlik kayıtsız şartsız milletindir mustafa kemal atatürk muhteşem payidar sözü çocuklara adadığı anlamlı gün cumhuriyetimizin kurucu liderine minnettarız bugün bunu göklerde anlamlı asla unutulamaz hale getirmiştir,2
türk bayrağının ülkemizin tam bağrına bugün havadan çizilmesi anlamı büyük bir şekilde bizleri duygulandırmıştır muhteşem yaratıcı projeyi gerçekleştiren pilotlarına içten sevgilerimizle helal olsun selam olsun,2
çocuklarımızı artık düşüncelerini çekinmeden açıkça ifade etmeye içten inandıklarını savunmaya buna karşılık başkalarının samimi düşüncelerine saygı beslemeye alıştırmalıyız mustafa kemal atatürk,2
kedilere covid bulaşmasında kanıt yok diyenlere kaynak kedilerden insana geçmiş bir vaka yok kanıt yok bakımdan içtenlikle ummuyorum olmaz dedim bile yanlış yorumlanıyor anlaşılır değil,2
peşinen buraya yazıyorum doğru bildiğim teyit ettiğim düşünce bilgilerimi çekinmeden netlik şeffafça şimdiye kadar olduğu kendi tarzım paylaşmaya devam edeceğim değişmiyecek bundan rahatsız olanlar takipten çıkmakta serbest sonra uyarmadı demeyin,2
bilginin paylaşılması önemli kedilerimizi korumalıyız bir ummak kötü oldu yasaklandı bir ay önce aman insanları korkutmayın aman maske takın demeyin sonra maske kalmaz falan filan eleştirmişlerdi neyse umursamıyorum şeffalık netlik gerek,2
bir var şimdi iki kedi insanlardaki benzeri solunum yolu kovıd semptomu gösteriyor umarım kedilerden geri insanlara bulaşma olmaz,2
paylaşmamın altında çalışmaya bir sürü tenkit düzelten yorum yapan olmuş bazısı doğru bazısı yanlış tamam güzel harika istediğimiz zaten mesele sonuçların tam terside olsa aynı kritiği yapabilmek bilimsel veri olmadan iddialarda bulunmamak işte,2
doğru dürüst bir veri yokken ilaç iyi geliyor paylaşmak ta sorun yok insanların sağlına potansiyel bir zararı olabilecek bir yayını paylaşınca kötü oluyor cnn bile birinci haber olmuş mi gizleyeceğiz kusura bakmayın tarz bize uymaz,2
önemli bir nokta virüs kesin kalbede etki ediyor doğrudan dolaylı kardiyolog arkadaşlar bunu iyi değerlendirir,2
arada sıtma ilacını devamlı övüp savunanlar bir zahmet yeni yayını okusunlar hastadan ilacın verilmediği kovıd hastasında ölüm oranı iken hydroxychloroquine sıtma ilacı verilen kişiden i ölüyor katından fazla,2
tabii yapabilir herkes kendi alanında yapsın yorumunu kalp cerrahı radyolog vb virüsün ilacına mekanizmasına bağışıklık sitemi üstüne yorum yaparsa insanlar kime inanacaklarına şaşırır at izi it izine karışır işte,2
abdde dan ilk ölümün sonradan yapılan otopsiyle şubatta olduğu anlaşılıyor kişinin yurt dışı bağlantsı yok virüs ocak ortasından beri önceden abdde yayılmaya başlıyor sürpriz olmasada bugünkü vahim duruma gelişin belgesi oluyor,2
ilmiyle amel etmeyen lim başkasını giydirdiği halde kendisi çıplak olan iğne gibidir imam gazali,2
yaklaşık iki aydır burada gerçekler neyse güncel gelişmeleri bilgileri anladığım konuları paylaşıyorım uzun vadedeki pozitif görüşümde fazla bir değişiklik yok son bir buçuk aydır olduğu önümüzdeki aylar iyimser olamıyorum maalesef bir türlü değişmiyor,2
virüsten kurtulmanın imkanı yok derken sarsmers artık tamamen temizlenin mümkün olmadığını tedaviaşı grip benzeri bir kontrol düzeyinde virüs yaşamak zorunda olabiliriz benim öngörüm kısa vadede zorlu zamanlar devam edecek uzun vadede yeneceğiz tabii,2
çinin wuhan şehrinde dan ay tedavi gördükten sonra hastalığı yenen iki çinli doktorun dr fan dr weifeng ten rengi değişiyor bunun karaciğer hasarından dolayı olduğu sanılıyor bir uzmanı anlatırkoronanın yol açtığı klinik gariplikler devam ediyor,2
bilge bir insan aptalca bir sorudan aptal bir insanın akıllıca bir cevaptan öğrenebileceğinden fazlasını öğrenebilir bruce lee,2
ventilatör üretim çabası türkiyedeki a karşı mücadelede olması gereken seferberlik ruhu güzel değerli bir örnek bilinç yaygınlaşmalı hepimizin ortak savaşı gerçeği kadar çabuk anlarsak kadar çabuk kazanırız normale döneriz,2
çoğu insan yaşayış tarzının alt üst olmasından işini kaybetmekten yaşam mücadelesi vermekten korkudan büyük sıkıntı içinde insanlığın görünmez düşmana karşı ölüm kalım mücadelesinde ihtiyacımız olanları kaybetmenin acısını hissetmek bazen dayanılmaz oluyor,2
brezilyada sıtma ilacının chloroquine hastalarında denenmesi sırasında ilaçtan kişinin ölmesi üzerine gerçi çoğu yüksek dozda gün verilmiş denemeler durduruldu bunun klinik deneyler ilacın etkisi dozu süresi yan etkileri önemli diyoruz,2
alternatifçi tayfaya karşı toplumsal aşı bir çeşit bağışıklık geliştirebilsek keşke dedim şimdi bayağı ironik bir durum olur,2
